"sodiumchloride$YORF"	"P0"	"P30"	"P60"	"P90"	"P120"	"P240"
"573"	"YOR014W"	299.5191021	274.8061253	367.9002863	346.6636268	321.4221481	309.7127463
"574"	"YOR021C"	2519.725319	2587.509767	2314.306949	2337.12084	2364.860381	2403.608882
"575"	"YOR027W"	67558.7907	70943.57563	72361.3831	70330.74383	65313.09696	59017.17116
"576"	"YOR046C"	14902.5527	15423.50901	16187.74452	15977.13297	15972.02495	14803.9144
"577"	"YOR056C"	4485.082266	4377.545786	4453.061178	3961.95474	3985.57365	4095.37608
"578"	"YOR061W"	4537.58737	3944.274761	4931.514561	3663.369554	4601.487062	4239.581211
"579"	"YOR063W"	450.4863914	419.8320369	387.8326929	387.4036445	390.1318248	405.8503656
"580"	"YOR085W"	4031.317778	3859.335538	3823.734188	4031.222381	3946.459092	3960.764787
"581"	"YOR091W"	4215.134277	3999.418395	4259.294304	4293.712534	4150.339805	3988.247574
"582"	"YOR095C"	5682.633923	5391.878295	5249.471129	5073.430674	5031.660218	4747.224212
"583"	"YOR098C"	468.3946501	407.4445069	460.3613243	383.8578615	456.3057622	365.6001471
"584"	"YOR101W"	2046.992119	1860.126625	1667.838437	1887.939622	1787.138272	1962.076515
"585"	"YOR108W"	28753.98174	30606.86231	28255.42559	29738.69425	28234.18703	31146.55083
"586"	"YOR123C"	1112.447872	1173.410355	1089.310727	1101.750851	1137.841963	1082.795202
"587"	"YOR143C"	3324.169656	3839.301873	3291.156526	3216.628612	3118.272552	3520.159229
"588"	"YOR157C"	11395.98539	13438.58784	12174.83604	11960.87364	11841.0862	11199.15194
"589"	"YOR165W"	2265.485518	2023.398129	2324.613954	2306.51664	2335.486527	2227.980095
"590"	"YOR167C"	94491.20217	89176.40693	86134.5358	87214.71206	86920.91246	94835.21101
"591"	"YOR168W"	37492.12077	37155.64959	38789.25158	37881.87976	37944.02992	36654.08687
"592"	"YOR182C"	18523.75765	18212.90983	15205.40299	15685.97241	15334.14753	15889.18924
"593"	"YOR195W"	314.3846601	370.3982966	380.7964633	305.3440188	278.2892384	245.8496581
"594"	"YOR198C"	33431.45981	33747.75224	34541.70401	35658.59764	36087.17547	35239.67317
"595"	"YOR206W"	28954.15627	29717.98641	29270.8321	26551.18089	27044.13012	25091.82687
"596"	"YOR207C"	1948.003846	1962.612816	2004.41464	1870.783911	1857.797193	1761.691588
"597"	"YOR217W"	2356.382935	2781.795612	2534.617628	2358.411266	2309.462295	1980.340734
"598"	"YOR224C"	6208.754523	5870.877902	5810.442648	5623.003466	5872.926339	5705.171831
"599"	"YOR229W"	3750.4889	3186.035759	3349.537532	3537.215907	3407.17127	3091.245115
"600"	"YOR234C"	65576.06264	59044.69415	62547.42006	62634.91835	62568.30574	61551.18643
"601"	"YOR239W"	17014.40456	17875.41773	17970.3958	18749.07282	16169.87166	18316.03872
"602"	"YOR243C"	4153.580202	3971.081536	4214.037984	3930.86583	3824.842803	3754.127965
"603"	"YOR252W"	5347.390686	4726.974214	4566.003005	4164.995292	4346.106184	4363.485004
"604"	"YOR254C"	17715.96078	16959.29247	17477.9185	17934.40887	17095.73599	17032.82122
"605"	"YOR260W"	9534.08313	8468.762078	9103.435491	9315.956569	8978.213702	8470.901624
"606"	"YOR271C"	9292.524958	9613.927214	9245.823971	8705.442611	8036.235339	8072.787319
"607"	"YOR272W"	6665.95274	6912.174328	7029.117511	6337.738866	5824.418346	5575.888712
"608"	"YOR276W"	26908.67928	26539.36067	23646.91344	22985.88546	22881.88388	26236.66997
"609"	"YOR293W"	54051.29234	52523.24498	53478.48465	52289.09668	48965.20237	38701.45142
"610"	"YOR304W"	1524.843187	1075.745585	938.9018513	1169.370652	1206.904923	1159.321153
"611"	"YOR310C"	34661.38576	32294.44275	32813.52659	31960.18739	30912.56116	29487.98664
"612"	"YOR321W"	2721.966881	3619.731471	2127.429476	1926.563389	2707.409397	1927.651373
"613"	"YOR326W"	4339.080303	4270.621344	4420.671733	4679.038749	4710.254424	4432.781004
"614"	"YOR332W"	16134.33573	15845.33925	16112.73621	16758.99903	16649.41583	17120.18917
"615"	"YOR335C"	33848.6634	33150.12658	32540.18752	32615.976	32247.66522	31556.35599
"616"	"YOR340C"	4072.329637	3894.42172	3755.748287	3996.956985	3762.332971	3785.612851
"617"	"YOR341W"	2835.839687	2632.799589	2670.582082	2610.233849	2562.500067	2501.744091
"618"	"YOR361C"	47538.89227	45245.39182	46059.43162	46867.48272	45002.50799	44557.06816
"619"	"YPL019C"	2630	2410.472367	2290.889433	2250.820951	2219.940813	1999.4247
"620"	"YPL028W"	60894.59559	60802.75225	55330.992	54007.41881	54722.15379	53836.31048
"621"	"YPL032C"	2181.174143	2302.313571	2270.344562	2128.200034	2283.161689	2503.296853
"622"	"YPL037C"	17973.2403	17648.27936	14363.71028	15234.37705	14742.49929	16040.14664
"623"	"YPL043W"	4986.235827	5060.667791	4771.60836	4397.584031	4278.494004	4397.385808
"624"	"YPL058C"	752.325536	731.5108479	699.3669557	624.0593602	471.8360358	401.9419756
"625"	"YPL063W"	2402.318293	2330.439119	2373.362504	2513.338781	2305.500851	2459.171865
"626"	"YPL079W"	66444.27455	81959.35812	58056.44952	58139.84538	58087.57673	61320.49885
"627"	"YPL082C"	6559.55429	6515.712204	5769.738303	5675.992792	5480.437614	4714.656992
"628"	"YPL086C"	4760.162447	4435.176669	4671.338491	4668.463194	4548.117039	4171.048267
"629"	"YPL090C"	65985.61062	65150.57112	58885.30071	59219.86372	60021.74437	67396.48126
"630"	"YPL093W"	28011.31397	24420.29011	28993.94087	29257.64457	28425.87443	26588.80482
"631"	"YPL101W"	357.9774132	262.0781827	318.7022042	273.1153976	272.3586964	204.3152493
"632"	"YPL105C"	830.4242167	572.906687	2011.245331	1668.711742	1325.46116	1641.264654
"633"	"YPL106C"	71727.06776	70621.70155	68980.52302	68616.80949	65005.90829	62623.67741
"634"	"YPL117C"	25460.04644	26284.22858	24694.74389	25425.3457	25111.41855	26347.51121
"635"	"YPL126W"	6559.55429	6604.307051	6386.918422	6263.724752	6191.80747	5734.331575
"636"	"YPL127C"	6559.55429	5968.386933	5112.506828	5508.229174	5539.661113	6265.718204
"637"	"YPL146C"	1603.793112	1604.516992	1519.134998	1465.24045	1459.571663	1404.890156
"638"	"YPL160W"	157764.1297	156615.138	159291.2329	161857.363	164799.5187	170150.8854
"639"	"YPL183C"	3454.15993	3388.112705	3741.540486	3273.576668	3355.877414	3292.297366
"640"	"YPL184C"	7945.539977	8833.899301	8199.701596	8153.819293	7499.982027	7620.748622
"641"	"YPL195W"	13524.11534	11938.41247	12960.67036	15256.81685	13282.8317	13751.63862
"642"	"YPL198W"	7084.723063	7343.463515	6623.680383	6561.050842	6576.166273	6636.274599
"643"	"YPL199C"	2132.627524	2156.277817	2112.812017	2110.669184	2093.557112	2009.155236
"644"	"YPL204W"	10296.60527	11477.34198	11872.51834	12173.55758	11733.3723	12360.77999
"645"	"YPL207W"	5413.932878	5119.66754	5511.679413	5619.248464	5791.362781	5784.307393
"646"	"YPL210C"	11776.67302	11465.7664	12502.66545	12294.03493	11881.0604	11215.92062
"647"	"YPL211W"	5171.19776	4596.999208	4951.63172	4892.694633	4817.787125	4740.495329
"648"	"YPL212C"	8133.938406	8802.505876	8259.080383	8424.533302	8555.713678	8319.302715
"649"	"YPL220W"	115702.4473	109277.7575	103282.6918	103286.4216	104578.6872	110024.5685
"650"	"YPL226W"	37569.71143	34890.86022	34857.78631	35559.43935	35051.0404	35001.86028
"651"	"YPL231W"	16982.72492	16812.53834	16480.21415	16285.53791	16285.4415	15597.04052
"652"	"YPL235W"	3032.415161	2999.255582	3372.609759	3254.72918	3343.437583	3070.815919
"653"	"YPL239W"	13054.47775	13148.39068	12508.40719	11980.78675	12114.36738	11049.48604
"654"	"YPL243W"	6278.464565	6295.367519	6457.523354	6236.35651	6236.268957	5800.878599
"655"	"YPL263C"	4011.051031	3686.392106	3737.510397	3528.635504	3715.343143	3804.070729
"656"	"YPR004C"	2948.573282	2967.895555	3121.886341	3177.682823	3197.483383	3166.829444
"657"	"YPR016C"	18621.44064	18352.75889	18267.01807	17715.73394	17901.77106	17645.63014
"658"	"YPR019W"	8802.643211	9056.495118	8873.012785	8926.579023	9416.68918	8800.704532
"659"	"YPR024W"	20138.97602	20577.91243	17293.02449	18469.40193	17933.27918	19355.65058
"660"	"YPR033C"	26765.67125	26018.91389	25395.96987	25213.34153	24170.38522	23430.03972
"661"	"YPR035W"	345680.3554	332353.8924	334139.3613	367644.8418	372714.7155	337773.3017
"662"	"YPR041W"	48267.95835	48238.99737	48746.30495	48817.00833	48506.35636	47740.65485
"663"	"YPR043W"	44582.65513	43880.80643	35799.23736	34784.18051	34430.91258	38240.99474
"664"	"YPR062W"	5182.156129	5158.498051	4971.291967	5024.243251	4923.785072	4696.565606
"665"	"YPR075C"	1155.251341	1161.49422	1227.566928	1210.663727	1088.28394	1021.197025
"666"	"YPR097W"	3082.44074	3282.49079	3314.540867	2825.464075	2924.541333	2552.745312
"667"	"YPR102C"	39036.61174	37833.02956	37156.09036	37377.27815	37651.89847	37968.18815
"668"	"YPR103W"	8527.59785	8625.980608	9478.240426	9514.1657	8852.807705	8831.899932
"669"	"YPR112C"	2217.406213	2404.67394	2223.076218	2045.87043	1933.595289	1863.763545
"670"	"YPR118W"	921.7759599	862.0207728	873.2014952	861.6084509	811.5385331	777.8525019
"671"	"YPR125W"	11256.31321	12522.48973	12099.18746	11410.1966	11100.61286	10834.81603
"672"	"YPR128C"	2253.48995	2830.006353	2460.053029	2202.475405	2210.776857	1980.287328
"673"	"YPR132W"	3335.050473	3109.616628	2409.500069	2502.460011	2428.082052	3186.680324
"674"	"YPR133C"	2828.596007	3093.366769	2918.040537	2855.658558	2857.807805	2984.408995
"675"	"YPR137W"	5127.436254	5894.74039	4549.662024	4644.679784	4381.110142	4840.892738
"676"	"YPR143W"	6197.164469	6744.531463	6364.384273	6128.384065	5791.495319	5213.61852
"677"	"YPR144C"	1629.891555	1541.639168	1749.555686	1468.042526	1285.904242	1101.91659
"678"	"YPR161C"	2071.549859	1941.386159	2679.079947	2255.04115	2302.921128	2015.795541
"679"	"YPR163C"	23983.63293	25346.52921	23357.29568	22347.11521	22518.69983	21518.20158
"680"	"YPR183W"	1885.491266	1936.18229	1936.570106	1969.912667	2047.288717	1948.262564
"681"	"YPR187W"	6093.156634	6793.373908	6439.944173	5926.802788	5940.775017	5650.031943
"682"	"YPR189W"	11931.57501	13251.34646	12037.71028	11930.3544	11646.78197	11302.34612
"683"	"YPR190C"	2521.888699	2411.177054	2777.298961	2530.967995	2801.076965	2627.198244
