"YORF"	"R0"	"R30"	"R60"	"R90"	"R120"	"R240"
"607"	"YOR272W"	100.33	26.9962214	71.53834513	62.43259783	67.21833217	76.10128094
"608"	"YOR276W"	315.95	232.2920788	262.4663385	300.2040198	281.1475571	298.0044893
"609"	"YOR293W"	2744.52	1771.683746	2138.272323	3479.442055	2362.543165	2426.691852
"610"	"YOR304W"	54.52	52.73309113	48.92806668	46.12730313	43.93565681	42.27114513
"611"	"YOR310C"	815.02	269.6230851	610.8122099	682.8281229	616.205749	668.8092149
"612"	"YOR321W"	39.47	31.7017174	43.57030109	38.97646601	39.29179042	41.23796479
"613"	"YOR326W"	323.78	216.5290213	358.3424249	354.0591788	270.8266501	291.2181757
"614"	"YOR332W"	427.88	399.8278795	397.0665377	435.9275517	464.9588711	412.1110299
"615"	"YOR335C"	255.3	127.1165213	214.5091466	235.7276272	185.7923626	239.8298606
"616"	"YOR340C"	149.78	37.33055745	80.71476401	96.76559412	99.49384461	82.11828874
"617"	"YOR341W"	208.1	44.81188765	128.5744789	155.6838652	141.5690373	158.5139499
"618"	"YOR361C"	287.75	189.6388518	189.6091839	233.5462617	203.8395399	207.2985107
"619"	"YPL019C"	34.65	6.350130414	19.52166263	30.46293225	21.23194793	20.57620943
"620"	"YPL028W"	297.1	224.7373319	270.7336629	320.30199	279.1188321	258.7886625
"621"	"YPL032C"	98.68	40.76633725	99.32708351	86.20908832	82.24054348	85.98724765
"622"	"YPL037C"	901.13	819.4163309	1126.094221	1207.584623	1030.306468	1118.272687
"623"	"YPL043W"	131.97	49.30139034	75.03408023	86.18075274	80.39540067	88.1393818
"624"	"YPL058C"	105.65	30.89028472	56.15740328	78.33513394	70.10757601	81.77863076
"625"	"YPL063W"	121.15	92.23795342	97.67064087	98.40525769	95.57251533	84.86030776
"626"	"YPL079W"	1256.02	682.7326783	1521.098465	1404.679561	1578.13677	1618.514571
"627"	"YPL082C"	60.32	38.19681549	49.58364061	52.86003451	48.80972729	51.02233383
"628"	"YPL086C"	66.8	34.3809327	45.90856296	43.79060656	44.71815656	49.19345384
"629"	"YPL090C"	1733.12	1043.434901	1731.545994	2057.951697	2005.396666	1656.063009
"630"	"YPL093W"	208.42	58.87073725	121.3524467	147.2480968	156.0192848	161.2264913
"631"	"YPL101W"	40.08	37.1014552	40.01766017	39.82479633	40.66602443	40.94895031
"632"	"YPL105C"	135.35	105.6989851	90.66630855	102.3596605	99.98875244	85.80857391
"633"	"YPL106C"	710.1	687.1814181	695.9270821	604.1194042	516.1926671	626.0621447
"634"	"YPL117C"	206.18	147.5068068	232.92771	215.1634296	202.9554433	252.0668715
"635"	"YPL126W"	127.8	37.92554958	66.96735865	79.1442699	76.64536685	86.30994594
"636"	"YPL127C"	128.4	72.03366615	176.2442529	175.9815155	157.2647756	123.3232973
"637"	"YPL146C"	163.05	88.33112789	109.7566515	128.4848387	101.0827206	94.39566719
"638"	"YPL160W"	239.13	179.987489	233.8125827	227.2240653	204.2739063	246.3102529
"639"	"YPL183C"	82.35	37.37379004	53.16735973	53.69745994	50.33713023	53.74451407
"640"	"YPL184C"	86.72	70.04796267	80.6737131	107.8265169	83.61642726	83.93062033
"641"	"YPL195W"	111.38	112.994369	96.79690578	99.60654313	92.13593568	88.59299847
"642"	"YPL198W"	605.85	356.3734892	536.8666675	640.1705156	660.4087351	765.2665185
"643"	"YPL199C"	102.43	79.87021103	94.51959824	76.20014413	80.95633214	85.81691046
"644"	"YPL204W"	163.22	202.1316382	170.7180874	138.3262596	157.7758348	141.3227773
"645"	"YPL207W"	97.25	40.87084939	73.61144722	92.63354012	77.96367759	87.44077973
"646"	"YPL210C"	90.78	76.13850021	73.03641154	76.07971661	73.86835321	72.41209909
"647"	"YPL211W"	144.58	40.90262336	97.70162962	100.4766225	111.3849868	112.431592
"648"	"YPL212C"	87.7	40.58208339	77.03587124	77.56949859	75.4906195	73.71878245
"649"	"YPL220W"	1253.02	585.9993563	1336.508926	1325.901029	1540.041538	1468.767624
"650"	"YPL226W"	240.5	93.7279854	167.9931807	209.1909923	171.2356936	220.6456485
"651"	"YPL231W"	538.93	351.7330488	410.3491499	525.053023	488.2974608	464.1461929
"652"	"YPL235W"	127.23	134.5922828	102.084832	113.8700895	96.64497685	96.97078926
"653"	"YPL239W"	93.05	56.90412793	84.06219077	70.72728635	81.35840671	73.93120693
"654"	"YPL243W"	136.35	154.0664513	116.420904	122.8318543	98.81683856	109.9632195
"655"	"YPL263C"	73.4	42.46093901	57.64924115	63.78067501	56.1547861	69.38947499
"656"	"YPR004C"	112.15	89.01238094	125.8758005	120.8900629	124.7534901	133.3364033
"657"	"YPR016C"	242.85	177.7561778	153.8808643	210.6869878	239.2781151	216.4558822
"658"	"YPR019W"	67.43	49.98352666	58.26678781	64.1489856	62.75217241	60.59933419
"659"	"YPR024W"	69.93	96.72477705	65.23265438	67.98748682	66.7558588	73.3904038
"660"	"YPR033C"	315.8	163.6423639	319.3014883	293.4749714	270.7341902	279.256951
"661"	"YPR035W"	1406.82	886.2978417	1983.53411	2257.236767	1407.593848	1242.693239
"662"	"YPR041W"	306.57	217.5605431	275.0024951	261.9021848	254.9436319	294.1440477
"663"	"YPR043W"	4291.25	2878.683961	4691.592089	3654.317103	5520.357579	6243.764909
"664"	"YPR062W"	221.43	206.4580489	195.9377185	264.1147941	201.2481466	196.8132706
"665"	"YPR075C"	49.23	78.4081925	67.53913058	60.22640093	64.14017308	54.22552623
"666"	"YPR097W"	68	54.61837853	58.67232158	52.19791882	52.42205811	55.17740641
"667"	"YPR102C"	1934.63	1240.537695	1883.860751	1846.151533	2222.325709	2016.162112
"668"	"YPR103W"	213.52	419.9238133	250.4030319	175.9616557	220.3016789	213.4533517
"669"	"YPR112C"	83.27	24.56612946	47.27714667	53.1052987	47.28440461	52.27681728
"670"	"YPR118W"	104.15	63.45345376	84.46898589	106.5920994	71.62964947	86.04118444
"671"	"YPR125W"	83.83	89.54786326	71.58610797	69.25209754	73.08200936	78.81071516
"672"	"YPR128C"	43.77	41.70411336	40.74443407	46.64257464	44.19877565	47.61931064
"673"	"YPR132W"	2733.97	1369.55901	2189.56635	2423.389018	2155.100692	2261.17428
"674"	"YPR133C"	79.42	95.84535801	78.53850535	74.34169547	64.91262038	57.78513482
"675"	"YPR137W"	75.32	43.7329526	54.82770108	53.50618446	49.28156792	47.61458743
"676"	"YPR143W"	195.37	100.729364	166.1955917	158.4187328	139.034735	121.9034294
"677"	"YPR144C"	68.3	25.45998149	38.93434112	43.82358011	41.70630893	45.38500279
"678"	"YPR161C"	40.8	36.88093747	35.46516761	32.226221	33.92709385	35.39383395
"679"	"YPR163C"	405.28	208.6478792	389.8432735	353.8847447	315.6788763	361.2808023
"680"	"YPR183W"	294.73	172.6156223	396.1750324	410.7515588	374.8556344	397.8030068
"681"	"YPR187W"	329	235.1800304	281.7179147	288.5528167	311.8245668	283.1544106
"682"	"YPR189W"	57.28	54.52382148	53.47662036	47.64026767	43.90736491	43.48905758
"683"	"YPR190C"	57.62	28.37451277	42.38744308	41.70311525	38.89977805	42.51619836
