ENSGID	R1t0	R1t0.5	R1t1	R1t2	R1t8	R1t16	R1t24	R1t30	R3t0	R3t0.5	R3t1	R3t2	R3t8	R3t16	R3t24	R3t30
ENSG00000165246	4.191173144	4.221191593	4.251186617	4.310904379	3.980196901	4.095148162	4.180439651	4.241411027	4.22966731	4.174952241	4.120560263	4.012382577	4.075110358	4.180564424	4.207118311	4.218254971
ENSG00000091409	9.994573384	9.940104035	9.885513943	9.774716284	8.611028433	9.122479472	9.632192781	10.01423627	9.402826593	9.329772595	9.25689483	9.11292143	8.468861337	8.770504727	9.229994564	9.592445867
ENSG00000160271	10.44252926	10.33054758	10.21809671	9.990246146	9.38644587	10.05408551	10.57176299	10.94361301	10.4188372	10.36180449	10.3035195	10.17801426	10.1937289	10.68062675	10.81676209	10.90764775
ENSG00000196151	7.616011206	7.699071786	7.782036085	7.948285758	8.847073709	8.959301156	8.312733652	8.007754587	7.59849485	7.594358746	7.590202665	7.581661207	8.772287592	8.530054851	8.28281168	8.097286587
ENSG00000183918	3.954584299	3.930508664	3.906080445	3.856762554	4.063010743	3.99383724	4.038371263	4.082423196	4.165746684	4.104575356	4.043097454	3.919007415	4.108998161	4.067133439	4.028125048	4.004841396
ENSG00000169242	8.836286169	9.264582427	9.693305389	10.5553065	10.83311569	9.84903079	9.064627331	8.500412748	9.158143145	9.465836071	9.774798534	10.40092193	8.763057746	8.745339928	8.591768659	8.453374964
ENSG00000060138	11.83031073	11.75037753	11.66993362	11.506743	11.4446295	12.64174492	13.83733018	14.73401912	11.85423221	11.83669448	11.81928162	11.78500001	12.65035121	12.50030104	12.36572811	12.26738916
ENSG00000248098	10.97295106	10.83947174	10.70493618	10.42944984	10.80226955	11.62427315	11.58991601	11.50761984	10.96505194	10.9726337	10.98028348	10.99638472	12.18566921	11.97556989	11.75230219	11.58254531
ENSG00000183864	9.325760869	9.516675155	9.708562864	10.09654656	9.80012851	9.481560426	9.293153649	9.163580695	9.486717442	9.544638157	9.602599926	9.721167309	9.426052872	9.327418118	9.211589274	9.112309156
ENSG00000124171	5.70144704	6.106976423	6.514214165	7.338104081	6.670042609	6.302814564	6.248011128	6.207758717	5.640526776	6.008429815	6.375280691	7.110391438	6.019461588	6.173445399	5.998658522	5.836409985
ENSG00000174080	10.89631827	10.85071018	10.80526299	10.71466871	10.36081111	10.97202197	11.49126615	11.87288345	10.94241529	10.83350453	10.72445871	10.50554803	11.12720408	11.12929834	11.49110479	11.62678221
ENSG00000186795	3.989873014	3.950829511	3.911713037	3.832798378	4.346791281	3.931135588	3.839002244	3.779346953	3.960726188	3.957990181	3.955007864	3.946014917	4.00785453	4.161867024	4.057964522	3.960963848
ENSG00000072858	4.205066931	4.243759574	4.282303375	4.360135642	4.47433339	4.483853216	4.365885415	4.279958713	4.255849434	4.253604834	4.251023637	4.243624423	4.636025246	4.475089192	4.260875577	4.091981042
ENSG00000166473	4.6064829	4.50492673	4.40274049	4.194546123	4.101058609	4.360746481	4.417478571	4.437642677	4.461501737	4.439532182	4.417607714	4.37535454	4.636453523	4.571262955	4.53842131	4.516801001
ENSG00000182187	3.894833034	3.922388927	3.950000221	4.005438207	3.932469447	3.751786807	3.780115851	3.771819114	3.967800666	4.017866992	4.068387624	4.169522037	3.93818527	4.066724245	4.113948223	4.138882416
ENSG00000186143	4.956970864	4.880267298	4.802980928	4.645762402	4.776739994	4.884504369	4.837245185	4.788003011	4.710332542	4.700374804	4.690331185	4.672202367	4.826522423	4.833097636	4.719105284	4.623212169
ENSG00000186117	4.249853431	4.282337591	4.314624499	4.375379155	4.284314133	4.13083028	4.064361198	4.021255315	4.082784069	4.129662478	4.176543734	4.270784454	4.031191392	4.062519905	4.094587236	4.118637734
ENSG00000105428	5.042770359	5.008400843	4.973829332	4.903102726	4.284038293	4.498338893	4.698691414	4.846552473	4.885018726	4.843370773	4.801694161	4.719000981	4.851311164	4.621394962	4.442608868	4.312888829
ENSG00000188424	4.528497251	4.435513353	4.342248509	4.155853213	4.777533142	4.568366212	4.446658677	4.368242219	4.309745491	4.289441153	4.268966938	4.2269891	4.578058435	4.578899158	4.578899158	4.578899158
ENSG00000221955	6.956399666	6.98142842	7.005714514	7.05759432	6.298409775	7.092230526	7.578294632	7.917060778	7.629249935	7.324936865	7.020294745	6.410326361	7.586893358	7.590297245	7.838496064	7.931570621
ENSG00000069956	9.708209618	9.778769965	9.849855554	9.992811339	10.64738316	10.21345663	9.888705721	9.653057802	9.650490065	9.681090186	9.711371181	9.771943812	10.55610191	10.08584532	9.969963844	9.781165697
ENSG00000169436	3.90057095	3.932632298	3.96566241	4.038554175	4.065513007	3.967389013	4.069623931	4.162808582	4.06886671	4.07400003	4.079281888	4.089617611	4.147781468	4.179467128	4.286705286	4.368758423
ENSG00000019582	4.706546603	4.714387324	4.721897957	4.734618277	4.435677008	4.507571797	4.586110055	4.64626643	4.543084259	4.515149749	4.487215239	4.431346218	4.516259766	4.428716239	4.405991524	4.396714813
ENSG00000145850	4.254079293	4.193342362	4.132605431	4.01113157	3.917331019	4.023371882	4.104533805	4.161845622	4.277543553	4.265676124	4.254026641	4.229496449	4.671936152	4.368064179	5.219173166	5.693134511
ENSG00000174327	6.305248922	6.228467735	6.151172748	5.993820048	5.79807027	6.309771993	6.102942252	6.049731357	6.285375059	6.259963604	6.236654542	6.202078701	6.990318594	6.314661539	6.101506591	5.987642384
ENSG00000121068	5.566954624	5.60286056	5.639042997	5.710969469	6.968345654	6.132094595	5.957468327	5.878984551	5.237922209	5.308310187	5.377787128	5.51498132	5.80871192	5.979949794	6.26875578	6.485131186
ENSG00000105929	6.655073129	6.726766152	6.799657252	6.950393811	6.965257308	6.285003144	5.717522235	5.297357773	6.579406942	6.62784489	6.675527084	6.767991411	5.547725071	5.814407827	5.56121074	5.441033558
ENSG00000129152	6.007106762	5.876791817	5.746930855	5.486944823	5.142424764	6.081496909	5.843291265	5.83166295	5.837017256	5.812337733	5.789235478	5.753879218	6.209838324	5.570918095	5.509081583	5.522991797
ENSG00000183579	9.223629839	9.233493636	9.242694061	9.257748556	8.001801411	8.418562731	8.958222556	9.377330695	9.349931121	9.395457205	9.440572108	9.531096557	8.429598901	8.648499739	9.030814241	9.333040295
ENSG00000177191	7.565027137	7.32806227	7.088812135	6.603093433	9.179772333	8.329801763	7.519019733	6.95766493	7.355163293	7.444766954	7.538300061	7.742025633	8.58767019	7.815604409	7.482264854	7.300611611
ENSG00000249631	3.865352632	3.747054574	3.628892913	3.394203609	3.731265029	3.815815787	3.743809765	3.67094876	4.096971236	4.049196861	4.001089052	3.90113233	4.002978211	3.878525294	3.842697653	3.816154948
ENSG00000075618	15.78192582	15.7474919	15.71326553	15.64614193	15.0595852	15.10707991	15.18610852	15.25017131	15.97517765	15.908189	15.84103914	15.70702449	15.07517022	15.15536763	15.31206993	15.43897793
ENSG00000042980	6.136006318	6.0289826	5.921104614	5.699364386	5.502891151	5.993477023	5.661286097	5.529016019	6.045417055	6.034066976	6.025262912	6.022108688	6.467939245	5.789266475	5.493779488	5.31429216
ENSG00000180822	11.34942289	11.28483528	11.22029037	11.09154405	10.46817925	11.04505326	11.57562191	11.96805122	11.41887505	11.38639474	11.35399737	11.28968728	10.63353184	11.08941527	11.54758288	11.89157547
ENSG00000068078	7.916463566	7.880392605	7.844412335	7.773397928	6.663014844	6.770572781	6.878917311	6.960175708	7.765113386	7.681148916	7.597225007	7.429421177	5.749980286	5.749250251	5.749250251	5.749250251
ENSG00000183395	6.309036834	6.166979922	6.024939634	5.740530122	5.380591811	5.379458038	5.413189114	5.443544605	7.75104689	7.59859606	7.445519487	7.134015588	5.820111106	6.137292407	6.058877382	5.958019781
ENSG00000186009	4.249936798	4.289724601	4.328944068	4.403842106	4.75173569	4.385313949	4.16994767	4.024633026	4.251461114	4.276705206	4.301488669	4.350851568	4.330058527	4.351234884	4.467984068	4.552553033
ENSG00000185873	4.399156806	4.332733541	4.266310276	4.133463745	3.979798363	3.99812183	4.047054267	4.086061627	4.242738675	4.21629834	4.189881448	4.1371841	4.06770041	4.207856345	4.390871019	4.521999242
ENSG00000175105	7.162999967	7.460736377	7.758843578	8.357274685	8.166371233	7.536310632	7.253608988	6.992160461	6.974041481	7.317401366	7.660271794	8.347642283	7.229195634	6.675883221	6.99789784	6.954129649
ENSG00000167230	4.371090115	4.500094211	4.629080209	4.886845314	4.347849495	4.285788962	4.76241894	5.113810103	4.528396404	4.456501727	4.383622218	4.233815692	4.353885	4.36428264	4.174663078	4.014181261
ENSG00000250420	4.833427666	4.765138044	4.696600396	4.556403267	4.473847432	4.284664662	4.15284345	4.057883776	4.41201466	4.403432353	4.394885975	4.378209858	4.505268959	4.343656619	4.175134173	4.046883871
ENSG00000174595	4.619683737	4.615084367	4.613135404	4.627310092	4.477999603	4.89424791	4.937594373	4.932268209	4.772538973	4.990458197	5.208724386	5.645733	4.997703311	4.804639168	4.61166307	4.473271535
ENSG00000178055	4.519606932	4.346957329	4.176038155	3.843089865	4.927684255	4.468959367	4.37386583	4.335887337	4.70627188	4.71738654	4.728632882	4.752926581	4.995834924	4.548884445	4.369745252	4.249485061
ENSG00000129244	6.273189986	6.09892242	5.923219937	5.563737347	5.175109139	6.086647863	5.891710849	5.83359004	6.349085535	6.254281194	6.162462349	5.994814963	6.49761999	5.783813136	5.49864052	5.331136972
ENSG00000121351	7.907638926	7.775888686	7.642579151	7.372210057	7.722321028	7.765754667	7.647267241	7.581795467	8.83007374	8.951388106	9.072873828	9.317907578	9.795692475	8.940156759	8.23468875	7.733257457
ENSG00000205057	4.701306912	4.706025885	4.709346447	4.71510307	4.223593219	4.786440708	4.848417505	4.882768073	5.07935903	5.071141416	5.064681659	5.061541376	5.483403335	5.143714513	5.057806378	5.014901385
ENSG00000216671	4.129919781	4.056726708	3.98337982	3.836879851	3.851025423	3.896264883	3.967789381	4.023564468	4.228466599	4.165325044	4.102463145	3.977046096	3.414773486	4.041857361	4.297840934	4.460529582
ENSG00000089091	6.080222812	6.249117894	6.417946732	6.754857095	6.299490057	6.442919364	6.509926679	6.548627081	6.261325555	6.299939598	6.338515866	6.416149635	7.076813396	7.073072777	6.7884563	6.615152398
ENSG00000188659	4.356637566	4.3171177	4.277680229	4.199758981	4.26980029	4.251677233	4.264586115	4.27371	4.355175756	4.322184996	4.289356707	4.225648554	4.279067156	4.203857922	4.181766248	4.17282472
ENSG00000196266	5.145066108	5.163346791	5.182238651	5.22412379	4.042321682	4.653035708	4.964351952	5.165281005	5.512748872	5.413295426	5.313859295	5.117670928	5.322893572	4.983635956	5.154182952	5.217442991
ENSG00000161570	4.825807824	4.746494128	4.666570306	4.503707782	5.326813252	5.103819589	5.070106164	5.064441939	4.630302567	4.613179685	4.596056802	4.561811036	4.901639865	5.009188947	5.011107499	5.001489589
ENSG00000172238	4.310932044	4.332651624	4.354371096	4.397806979	3.851830711	3.968846533	4.039063123	4.084266582	4.263310744	4.29881014	4.335223814	4.41245995	4.534424894	4.271657198	4.248353635	4.255206046
ENSG00000168282	10.58848475	10.50429476	10.41999188	10.25003868	10.35401069	10.45566853	10.38802907	10.31931328	10.45901314	10.4472883	10.43590082	10.41488819	11.64806487	11.19083283	10.61486853	10.199797
ENSG00000258890	10.95494029	11.17773452	11.40051118	11.84583028	12.02578609	11.66303275	11.29029568	11.00880409	10.75718712	11.04149635	11.32544099	11.89519688	11.60040068	11.31077823	10.9961475	10.73118165
ENSG00000176798	4.014674403	3.989066314	3.963661943	3.915545838	3.590195113	3.847921647	3.863713915	3.849343522	3.936970599	3.973908568	4.010791153	4.082073558	4.140883867	4.20401563	4.313388495	4.411108326
ENSG00000196431	4.479457682	4.459035608	4.438613534	4.397769385	4.188225139	4.312605685	4.373373018	4.412348466	4.338422946	4.327677985	4.316855317	4.295109258	4.330241037	4.330508913	4.294874233	4.281511228
ENSG00000015592	5.134155864	5.076512275	5.021126676	4.923532726	4.734863056	5.161107545	5.260448011	5.298310012	5.164099342	5.240327119	5.318364179	5.485169553	5.646514909	5.25952406	4.978879422	4.781251393
ENSG00000197134	4.025688725	4.070340496	4.11480556	4.204941524	4.414726224	4.215281007	4.084274043	3.99784703	4.372424112	4.313813848	4.255203583	4.137983055	4.116034046	4.124937226	4.095574626	4.069212749
ENSG00000144815	7.856330931	7.818848572	7.782384547	7.714620025	6.746746003	7.449037903	8.071538236	8.524975777	7.950464153	7.823384739	7.695789492	7.438429895	8.53959414	8.291868987	8.171361428	8.09380036
ENSG00000116199	12.66394527	12.63065544	12.59744017	12.53189205	11.80494363	12.36459738	12.83180235	13.17623478	12.56946551	12.56848082	12.56701205	12.56220697	12.37339219	12.4913881	12.76930779	12.99425849
ENSG00000206177	6.462187512	6.353039655	6.242580226	6.016259534	5.392641352	6.499913691	6.156161902	6.102389957	6.676437542	6.573193065	6.473096936	6.290037749	7.285202412	6.237749967	5.907067481	5.733317578
ENSG00000130150	7.278111517	7.511277742	7.74622644	8.224066084	8.436151583	8.082355902	7.686561116	7.384170621	6.228889516	6.775217119	7.31711053	8.370433833	7.890319505	7.867612227	7.658493708	7.492195183
ENSG00000135773	4.965050946	4.963811778	4.963338238	4.966606159	4.348802701	4.509620008	4.689384255	4.826904563	4.668731916	4.67026376	4.671310597	4.672176539	5.084098471	4.924791263	4.815234252	4.721271599
ENSG00000174255	4.111592944	4.197305482	4.282947225	4.45341504	3.980416543	4.326028116	4.612386356	4.817594806	4.679926022	4.655353742	4.630755481	4.581448753	4.588018013	4.449238979	4.313759487	4.211237581
ENSG00000142621	4.444588418	4.381115346	4.317642274	4.19069613	4.28411691	4.131835773	4.091674653	4.069082532	4.210250079	4.236581042	4.262460168	4.313672003	4.338903352	4.211409192	4.153173055	4.110272263
ENSG00000162669	4.202396258	4.125226979	4.047981411	3.891863691	4.525431833	4.297597467	4.095025235	3.945879011	4.197638645	4.161656475	4.125853827	4.055167551	4.339097159	4.241580668	4.30792319	4.334237379
ENSG00000186496	4.146717893	4.499277292	4.852334934	5.560840939	5.332100208	4.827363175	4.749144516	4.629990814	4.187823928	4.320703281	4.453692336	4.721197553	4.339801825	4.264593745	4.166799697	4.08965291
ENSG00000203795	3.969794398	4.03565673	4.102620514	4.240968542	4.349163432	4.415606491	4.274701966	4.150394304	3.970418154	4.038722968	4.105681144	4.232304083	4.338171771	4.22940402	4.224419021	4.228321871
ENSG00000239467	4.09271332	4.132788147	4.172753484	4.252248833	3.253699556	3.252793777	3.880604882	4.116034046	4.08559617	4.064893538	4.043824075	3.998949775	4.338299412	4.25577023	4.221482867	4.192657137
ENSG00000169509	4.675043827	4.649778672	4.625852569	4.579712173	3.734241407	4.594606654	4.536771815	4.451481158	4.983651855	4.871904758	4.760995721	4.544215783	4.967792059	4.427082806	4.427669217	4.44932702
ENSG00000198018	5.728281924	5.906854975	6.085876377	6.446050157	6.53895712	6.389256739	6.150339828	5.96203696	5.634663203	5.709497631	5.783245537	5.926233191	6.534537218	6.398414573	6.099272942	5.860876795
ENSG00000140941	8.538151354	8.664837716	8.790822822	9.043150882	9.430306221	9.779981573	9.183900775	8.64691353	8.872131359	8.779341749	8.685883082	8.495873393	10.02507459	9.464485282	8.799324864	8.341486388
ENSG00000100012	4.234768133	4.218702988	4.202872576	4.170999376	4.225617997	4.187746093	4.286056593	4.36181174	4.505843571	4.386936875	4.267446268	4.022905846	4.028218336	4.062519905	4.230320925	4.335669188
ENSG00000105708	6.910030711	7.32423111	7.738579631	8.569965249	8.046168074	7.31476119	7.05856375	6.915901213	6.781990714	7.251151677	7.72002429	8.659323915	6.815894383	7.060718883	7.138685734	7.17399609
ENSG00000064652	10.2091822	10.27894098	10.34888566	10.49098993	10.44122237	10.18280754	10.03263621	9.929713815	9.958112986	10.05212608	10.14536926	10.33371893	10.03902951	10.13019707	9.791796362	9.497089205
ENSG00000149922	5.464651631	5.405493992	5.345105448	5.22499885	5.421007028	5.818885817	5.656142715	5.530493011	5.799253923	5.749273104	5.701616735	5.619092758	6.22021198	5.539226279	5.343319913	5.24962358
ENSG00000180626	7.896415283	8.045016332	8.193764121	8.492917903	8.123113643	7.994745691	7.931189972	7.882249126	7.516814373	7.764155513	8.010860056	8.504123219	7.952378681	8.008233541	7.951948368	7.890867963
ENSG00000156313	5.621093583	5.722195891	5.823119613	6.022497916	5.87056476	5.952277239	5.969460921	5.975179474	5.38765456	5.388013486	5.387276243	5.384479129	5.797110564	6.069905535	6.066054249	6.039012038
ENSG00000188177	6.044096517	6.153470377	6.263124413	6.480972328	7.083269346	6.975814437	6.965910024	6.960513526	5.899214607	5.986554429	6.07295717	6.24202318	6.087440422	6.163189372	6.425671261	6.628118937
ENSG00000169020	14.94336575	14.8874076	14.83169015	14.71973829	14.08862736	14.56299728	14.92028985	15.17799395	14.83322315	14.83811427	14.84348972	14.85627409	14.83390727	14.59061784	14.92344725	15.09228065
ENSG00000170782	4.671488823	4.756496804	4.842155443	5.016705502	4.476547936	4.809211117	5.107409149	5.328247035	5.076602214	5.099955169	5.124893042	5.184254489	4.941983173	4.872829981	4.864432322	4.860390366
ENSG00000197977	5.698364063	5.655578285	5.6138484	5.532678274	5.666900407	5.177568397	5.454591789	5.706696608	5.224492624	5.31299884	5.400743687	5.578469725	4.911156551	5.384751332	5.62987014	5.768751197
ENSG00000108001	4.040917939	4.053291941	4.064939374	4.083026372	4.389633103	4.030698505	3.906153881	3.828941665	3.876755345	3.909331943	3.940531355	3.996286374	3.804520973	4.031266544	4.046522046	4.080394411
ENSG00000170454	4.220842648	4.292989001	4.365216193	4.510839153	4.347543789	4.398411154	4.377219077	4.353628084	4.200027286	4.236190291	4.272718147	4.347411652	4.492199005	4.662977609	4.596440193	4.634847575
ENSG00000114853	10.93483142	10.75485986	10.57444561	10.20974984	9.501710325	10.1149121	10.46322568	10.71953789	10.72584627	10.57015981	10.41446327	10.10301116	10.11270585	10.23616688	10.36640397	10.4652476
ENSG00000213931	4.522565685	4.448905136	4.375317632	4.230316568	4.283283895	4.608566363	4.64075417	4.62899926	4.653248131	4.631114751	4.608814709	4.565777806	4.572664229	4.586489681	4.458425165	4.349590976
ENSG00000065320	4.191314931	4.152014325	4.112830897	4.035852089	4.682356894	4.322098183	4.229312205	4.162712937	4.142134839	4.175092903	4.207237238	4.266901835	4.007756044	4.460782798	4.083074385	3.918318239
ENSG00000181995	4.696254248	4.699067021	4.701205756	4.700052095	4.526323118	4.78888438	4.615401255	4.543397753	4.84489038	4.776629451	4.708889263	4.575670043	4.837089714	4.462580348	4.383658605	4.296071277
ENSG00000104237	4.129735362	4.108290248	4.086532276	4.041335966	4.187445233	4.258262885	4.4023797	4.499749652	4.308010855	4.332746137	4.356665378	4.399916487	4.27845848	4.25545655	4.062634465	3.901708715
ENSG00000086548	4.822373643	4.704941671	4.58748067	4.352225852	4.102611233	4.459414389	4.694716357	4.857723916	4.721399507	4.718495297	4.716208257	4.716644637	4.979637506	4.681803824	4.581953976	4.5119048
ENSG00000224074	5.09394221	5.033150888	4.971956547	4.84795454	4.224777823	4.740993393	5.030367615	5.21902596	5.167792062	5.200835059	5.235099855	5.311983368	5.444868441	5.04374092	5.012990409	5.030269712
ENSG00000180758	4.782229567	4.817788334	4.85194505	4.914155578	6.118207896	5.089730032	4.917137361	4.879952281	4.772366716	4.718130019	4.662608332	4.549742762	4.471630672	4.658237559	5.060490091	5.387437118
ENSG00000128394	4.539222344	4.506009146	4.472877071	4.407625954	4.554082881	4.373100938	4.281493375	4.222827514	4.208186623	4.222581924	4.236771102	4.265155831	4.333049189	4.423724767	4.423458567	4.436607732
ENSG00000115128	12.90751354	12.85509496	12.80280444	12.69980449	11.91538277	12.40131806	12.80247247	13.08807261	12.91291565	12.88442157	12.85612595	12.80233123	12.94536745	12.71348287	12.83213662	12.95972606
ENSG00000242247	10.6157203	10.67232315	10.72889675	10.84171742	11.69700922	11.43377985	11.11078101	10.86172341	10.86194719	10.77450886	10.68674894	10.50891104	12.09431436	11.50421388	10.99405706	10.62003658
ENSG00000254466	6.70667426	6.479449055	6.251949053	5.790506754	4.970860158	6.203488569	6.431301272	6.532987097	6.511189209	6.426057879	6.344047998	6.197035816	6.962944666	6.072771662	5.80431004	5.652839537
ENSG00000114127	9.263576597	9.244826182	9.226099716	9.188142775	9.335240072	9.151648663	9.010872274	8.897214277	8.870462652	8.970046246	9.069103147	9.26796225	8.791210947	8.7191878	8.832200343	8.928034038
ENSG00000238130	5.507032891	5.407816651	5.308971337	5.110551388	5.098703368	5.384113606	5.386140876	5.362185075	5.890267309	5.786767484	5.685170823	5.493198478	5.985091079	5.327467006	5.194524507	5.148018223
ENSG00000255559	4.421770937	4.508180169	4.595234585	4.770777793	4.684255663	4.724454922	4.673933001	4.622893021	4.402788144	4.376417284	4.349775322	4.296403281	4.625076516	4.727068208	4.9617566	5.150876142
ENSG00000116754	11.73844979	11.87133389	12.00568286	12.27710515	12.30222901	12.36981383	12.30930969	12.26802447	11.52805486	11.63849123	11.7487233	11.9714075	12.12754791	12.12076678	11.87547974	11.66325364
ENSG00000177494	5.616822817	5.615045381	5.614054085	5.61725124	5.1005938	4.681589104	4.589452553	4.557811944	5.806162818	5.74286808	5.678113711	5.541504528	4.698126745	4.785645409	4.855694402	4.908246026
ENSG00000115221	4.49489077	4.393548124	4.292213805	4.089158139	4.224295036	3.985704835	4.039905709	4.03890874	4.187736839	4.215196694	4.242086151	4.292881422	3.80753467	4.069140802	4.058218633	4.028424751
ENSG00000080986	12.21296601	12.2770245	12.34170696	12.47392581	12.73739479	11.59866038	10.52257592	9.752077716	12.17624101	12.25205974	12.32780465	12.48110248	11.56944722	12.94441759	12.28622675	12.08129954
ENSG00000203663	4.389215293	4.549505113	4.70927371	5.026722321	4.348039937	5.080424983	5.905724495	6.547010955	4.882313891	4.959372591	5.037464293	5.198717979	5.475056034	4.874184983	4.987550633	5.005703188
ENSG00000131931	9.486012523	9.563779003	9.642931394	9.808612608	10.5906178	9.885298423	9.545966144	9.321277961	9.550341499	9.662511105	9.77480753	9.999947651	9.635384968	9.64505302	9.637522108	9.628900109
ENSG00000183378	4.456574078	4.406700304	4.356648056	4.256694303	4.681706218	4.640297923	4.610384549	4.589914081	4.5896124	4.63895902	4.688486963	4.788539225	4.870421563	4.423724767	4.363200741	4.262761484
ENSG00000173088	3.944634187	3.992398831	4.040155433	4.135131967	4.682617223	4.311081071	3.939577274	3.660949426	3.859661568	3.921039855	3.982464237	4.102941226	3.696907777	4.068280774	4.035440348	3.967633165
ENSG00000205636	6.722720138	6.546856804	6.371245935	6.015301416	5.216095008	6.323018245	6.375700454	6.39645302	6.625199294	6.547261072	6.472239552	6.338715045	7.192673237	6.15630744	5.97066575	5.92542371
ENSG00000163644	6.751177227	6.77935011	6.808816327	6.871328399	6.715758847	7.458454369	7.340149202	7.168307482	6.439238772	6.639415377	6.839081822	7.237338979	7.647973436	7.911819826	7.361165107	7.18181447
ENSG00000125998	4.668906021	4.716300719	4.763477046	4.855339979	4.415502815	4.711794179	4.744799334	4.74561464	4.791660026	4.779450443	4.768239798	4.752317032	4.9403199	4.641799777	4.650317544	4.678025306
ENSG00000090512	5.085582641	4.949683354	4.814347724	4.542367907	3.980009122	4.703001164	4.84769266	4.914921406	5.160954411	5.163989224	5.167024038	5.173093664	5.181041814	4.935247166	4.80976301	4.726615114
ENSG00000256553	5.340867957	5.24584027	5.150248764	4.950773105	4.472941539	5.186300361	5.17782805	5.104852708	5.354217666	5.300024628	5.248002113	5.153182971	5.464567503	4.983338903	4.721640463	4.515594632
ENSG00000168209	13.07757438	13.50118348	13.92536128	14.77891202	15.57812146	14.2273806	13.77519967	13.46888346	13.62354874	13.75306905	13.88222184	14.14104526	13.85973248	13.83187166	13.65075652	13.49410794
ENSG00000168994	8.374703754	8.614046038	8.854699002	9.346796974	9.632598746	8.870318024	8.258730046	7.78878553	8.891175769	8.819960195	8.7482536	8.604307964	8.753363584	8.479293646	8.094574767	7.790126235
ENSG00000129993	5.279701039	5.185913316	5.091876481	4.904548696	4.582503935	5.423127587	4.96824873	4.808632728	5.038875621	5.095850552	5.153747975	5.274017738	5.6347126	5.353798597	5.212055579	5.119946043
ENSG00000136273	5.632447658	5.799686508	5.966904474	6.301581634	5.840560847	6.111957948	5.970818293	5.92366994	5.611370393	5.682468742	5.752957597	5.896949682	5.828078711	5.903160843	5.736622843	5.591030376
ENSG00000140443	10.13891515	10.13493904	10.13093221	10.12232348	9.01460743	9.106298022	9.198967074	9.268468863	10.15321503	10.12719997	10.10106415	10.05105138	9.001147308	9.443651179	9.860611442	10.17168476
ENSG00000107902	8.507203825	8.4242249	8.341329114	8.175959073	7.899610621	8.750629649	9.155085588	9.520658004	8.671534984	8.692858811	8.714479413	8.757702428	9.313611456	9.559920271	9.74229999	9.870143227
ENSG00000237508	7.686796151	7.716526309	7.745886842	7.803806777	8.473031009	8.670319517	8.538632392	8.404878168	7.367655805	7.370180228	7.37307606	7.381007692	8.482092901	7.867570476	7.861926271	7.770982514
ENSG00000184040	4.33915691	4.381581982	4.424771049	4.515061723	4.810301256	4.581470822	4.545383051	4.514008085	4.149179837	4.237042494	4.324793114	4.500979442	4.14723288	4.328215526	4.376116633	4.404824974
ENSG00000154611	4.029494207	4.027489087	4.024798545	4.013854683	4.101971696	3.916333281	4.061388613	4.196597959	4.081297912	4.04465526	4.007930266	3.931535768	3.733058773	3.836783042	4.064719006	4.232255166
ENSG00000105677	13.05663744	12.95631105	12.85583703	12.65340154	12.10926147	12.61162132	13.05957938	13.38788967	13.02554807	12.94899428	12.87244049	12.71933291	13.00527966	13.13704992	13.27496552	13.37941817
ENSG00000176593	4.401607148	4.292069689	4.180623356	3.947372795	4.222031901	3.804673012	4.00808218	4.229647016	4.176061672	4.163291112	4.150802652	4.122288264	3.696484204	4.162964555	4.254492091	4.363676775
ENSG00000231944	4.021849737	3.97101822	3.920768621	3.824311303	4.102951864	4.032115678	3.941478717	3.873636296	4.031881926	4.122792084	4.213787068	4.395712411	3.909058517	4.062519905	4.300400671	4.466695189
ENSG00000174343	4.397157406	4.475008572	4.553522782	4.714062977	4.476359991	4.282116831	4.264113044	4.255321689	4.782404112	4.720512729	4.656504992	4.51583935	4.272209335	4.525002218	4.242796931	3.980352904
ENSG00000180053	4.384189819	4.347356738	4.309451285	4.232160733	6.467891145	4.902114538	4.601532392	4.520357723	4.504301605	4.487528429	4.47078804	4.434897259	4.397193725	4.455761651	4.253418147	4.133726224
ENSG00000112787	10.0471858	9.945355058	9.844201111	9.641225166	8.812460421	9.852890337	10.26223549	10.5007868	10.18150835	10.048294	9.914786021	9.648582601	10.12629332	10.28610361	10.35622405	10.39622744
ENSG00000221961	6.079570653	6.019395221	5.958930102	5.841645572	5.328471992	5.99500192	6.093428236	6.176857213	6.27589898	6.296964929	6.32098963	6.386034537	6.567304252	6.064224069	6.016293595	6.025352032
ENSG00000167941	4.671989242	4.696992815	4.722001643	4.773656435	4.189004774	4.488250819	4.586276201	4.662077345	4.657535152	4.7634221	4.869185315	5.083560628	4.726218455	4.615138049	4.5468184	4.491640535
ENSG00000172318	4.409202593	4.426360831	4.443627476	4.478533424	4.347376136	4.440489379	4.459951599	4.473957151	4.553858744	4.562913071	4.572609369	4.596572987	4.583481385	4.537241472	4.480294413	4.435553401
ENSG00000170522	5.927025587	5.864127024	5.801320327	5.674777828	4.4749028	5.0334494	5.837100938	6.461190696	5.803717985	5.646362082	5.487419299	5.161986482	4.584790109	5.181859344	5.9472025	6.536876419
ENSG00000169750	12.4729432	12.31659353	12.15959285	11.84138242	11.22061975	11.38068286	11.64592124	11.86176346	12.2405271	12.25151271	12.26249832	12.28446954	11.20443285	11.5098441	11.88390464	12.16552134
